Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCF_014930405.1	ASM1493040v1	Streptomyces caniscabiei		NE06-02F					GCF_014930405.1-RS_2024_03_13	Scaffold	2020-10-23	JABXWJ01	66
GCA_011317205.1	ASM1131720v1	Streptomyces sp. KO7888		KO7888					Annotation submitted by University of Cambridge	Scaffold	2020-03-16	WXVT01	6
GCF_011317205.1	ASM1131720v1	Streptomyces sp. KO7888		KO7888					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-03-16	WXVT01	6
GCA_040302845.1	ASM4030284v1	Streptomyces sp. NPDC096323		NPDC096323					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-24	JBEOSI01	28
GCF_040302845.1	ASM4030284v1	Streptomyces sp. NPDC096323		NPDC096323					GCF_040302845.1-RS_2024_06_25	Scaffold	2024-06-24	JBEOSI01	28
GCA_040644915.1	ASM4064491v1	Streptomyces sp. NPDC046925		NPDC046925					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBEYWZ01	30
GCF_040644915.1	ASM4064491v1	Streptomyces sp. NPDC046925		NPDC046925					GCF_040644915.1-RS_2024_07_12	Scaffold	2024-07-12	JBEYWZ01	30
GCA_033794145.1	ASM3379414v1	Streptomyces sp. ME02-6979.5a		ME02-6979.5a					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAXX01	36
GCF_033794145.1	ASM3379414v1	Streptomyces sp. ME02-6979.5a		ME02-6979.5a					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAXX01	36
GCA_040632845.1	ASM4063284v1	Streptomyces sp. NPDC016459		NPDC016459					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEYCR01	53
GCF_040632845.1	ASM4063284v1	Streptomyces sp. NPDC016459		NPDC016459					GCF_040632845.1-RS_2024_07_12	Scaffold	2024-07-11	JBEYCR01	53
GCA_003148825.1	ASM314882v1	Streptomyces sp. CG 926		CG 926					Annotation submitted by DOE Joint Genome Institute	Contig	2018-05-22	QGGZ01	
GCF_003148825.1	ASM314882v1	Streptomyces sp. CG 926		CG 926					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-05-22	QGGZ01	
GCA_017377775.1	ASM1737777v1	Streptomyces sp. VRA16 Mangrove soil		VRA16 Mangrove soil					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-03-17	JAFVLN01	
GCF_017377775.1	ASM1737777v1	Streptomyces sp. VRA16 Mangrove soil		VRA16 Mangrove soil					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-03-17	JAFVLN01	
GCA_040701825.1	ASM4070182v1	Streptomyces sp. NPDC091219		NPDC091219					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-13	JBFBFY01	60
GCF_040701825.1	ASM4070182v1	Streptomyces sp. NPDC091219		NPDC091219					GCF_040701825.1-RS_2024_07_14	Scaffold	2024-07-13	JBFBFY01	60
GCA_029961205.1	ASM2996120v1	Streptomyces sp. AJ-1		AJ-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-05-09	JASBWA01	
GCF_029961205.1	ASM2996120v1	Streptomyces sp. AJ-1		AJ-1					GCF_029961205.1-RS_2024_06_06	Contig	2023-05-09	JASBWA01	
GCA_003259625.1	ASM325962v1	Streptomyces sp. KhCrAH-43		KhCrAH-43					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-06-21	QLLV01	97
GCF_003259625.1	ASM325962v1	Streptomyces sp. KhCrAH-43		KhCrAH-43					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-06-21	QLLV01	97
GCA_009863275.1	ASM986327v1	Streptomyces sp. SID4920		SID4920					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-01-13	WWJM01	66
GCF_009863275.1	ASM986327v1	Streptomyces sp. SID4920		SID4920					GCF_009863275.1-RS_2024_05_08	Scaffold	2020-01-13	WWJM01	66
GCA_000373305.1	ASM37330v1	Streptomyces sp. CcalMP-8W		CcalMP-8W						Scaffold	2013-04-23	ARDQ01	36
GCF_000373305.1	ASM37330v1	Streptomyces sp. CcalMP-8W		CcalMP-8W					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2013-04-23	ARDQ01	36
GCA_009862145.1	ASM986214v1	Streptomyces sp. SID8356		SID8356					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-01-13	WWGV01	36
GCF_009862145.1	ASM986214v1	Streptomyces sp. SID8356		SID8356					GCF_009862145.1-RS_2024_05_07	Scaffold	2020-01-13	WWGV01	36
GCA_033794985.1	ASM3379498v1	Streptomyces sp. ATCC51928		ATCC 51928					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAZQ01	28
GCF_033794985.1	ASM3379498v1	Streptomyces sp. ATCC51928		ATCC 51928					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAZQ01	28
GCA_040638245.1	ASM4063824v1	Streptomyces sp. NPDC026659		NPDC026659					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEZXY01	24
GCF_040638245.1	ASM4063824v1	Streptomyces sp. NPDC026659		NPDC026659					GCF_040638245.1-RS_2024_07_12	Scaffold	2024-07-11	JBEZXY01	24
GCA_001746295.1	ASM174629v1	Streptomyces sp. LUP47B		LUP47b						Scaffold	2016-09-25	MJAH01	56
GCF_001746295.1	ASM174629v1	Streptomyces sp. LUP47B		LUP47b					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-09-25	MJAH01	56
GCA_040300365.1	ASM4030036v1	Streptomyces sp. NPDC000404		NPDC000404					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-24	JBEPDN01	30
GCF_040300365.1	ASM4030036v1	Streptomyces sp. NPDC000404		NPDC000404					GCF_040300365.1-RS_2024_06_25	Scaffold	2024-06-24	JBEPDN01	30
GCA_001427745.1	Root66D1	Streptomyces sp. Root66D1		Root66D1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2015-11-02	LMHG01	32
GCF_001427745.1	Root66D1	Streptomyces sp. Root66D1		Root66D1					GCF_001427745.1-RS_2024_05_25	Scaffold	2015-11-02	LMHG01	32
GCA_012726265.1	ASM1272626v1	Streptomyces sp. HNM0575		HNM0575					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-04-23	JAASAG01	32
GCF_012726265.1	ASM1272626v1	Streptomyces sp. HNM0575		HNM0575					GCF_012726265.1-RS_2024_05_23	Scaffold	2020-04-23	JAASAG01	32
GCA_002633395.1	ASM263339v1	Streptomyces sp. ScaeMP-e48		ScaeMP-e48						Contig	2017-10-23	AQTJ01	
GCF_002633395.1	ASM263339v1	Streptomyces sp. ScaeMP-e48		ScaeMP-e48					GCF_002633395.1-RS_2024_05_01	Contig	2017-10-23	AQTJ01	
GCA_004196225.1	ASM419622v1	Streptomyces sp. SCA2-2		SCA2-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-02-15	PKMX01	
GCF_004196225.1	ASM419622v1	Streptomyces sp. SCA2-2		SCA2-2					GCF_004196225.1-RS_2024_05_27	Contig	2019-02-15	PKMX01	
GCA_009823745.1	ASM982374v1	Streptomyces sp. YIM 132580		YIM 132580					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-12-31	WUEJ01	44
GCF_009823745.1	ASM982374v1	Streptomyces sp. YIM 132580		YIM 132580					GCF_009823745.1-RS_2024_03_16	Scaffold	2019-12-31	WUEJ01	44
GCA_001905735.1	ASM190573v1	Streptomyces sp. CB01249		CB01249					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-12-15	LISW01	13
GCF_001905735.1	ASM190573v1	Streptomyces sp. CB01249		CB01249					GCF_001905735.1-RS_2024_03_27	Scaffold	2016-12-15	LISW01	13
GCA_000721265.1	ASM72126v1	Streptomyces sp. NRRL F-5126		NRRL F-5126						Contig	2014-07-02	JOFZ01	
GCF_000721265.1	ASM72126v1	Streptomyces sp. NRRL F-5126		NRRL F-5126					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2014-07-02	JOFZ01	
GCA_029894405.1	ASM2989440v1	Streptomyces sp. MAA16		MAA16					Annotation submitted by DOE Joint Genome Institute	Contig	2023-04-28	JARXZB01	
GCF_029894405.1	ASM2989440v1	Streptomyces sp. MAA16		MAA16					GCF_029894405.1-RS_2024_06_03	Contig	2023-04-28	JARXZB01	
GCA_040638755.1	ASM4063875v1	Streptomyces purpurascens		NPDC025374					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBFAGA01	36
GCF_040638755.1	ASM4063875v1	Streptomyces purpurascens		NPDC025374					GCF_040638755.1-RS_2024_07_12	Scaffold	2024-07-11	JBFAGA01	36
GCA_019067045.1	ASM1906704v1	Streptomyces sp. NK08203		NK08203						Contig	2021-06-30	JAGSSR01	
GCF_019067045.1	ASM1906704v1	Streptomyces sp. NK08203		NK08203					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-06-30	JAGSSR01	
GCA_040678055.1	ASM4067805v1	Streptomyces werraensis		NPDC052793					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFATA01	38
GCF_040678055.1	ASM4067805v1	Streptomyces werraensis		NPDC052793					GCF_040678055.1-RS_2024_07_13	Scaffold	2024-07-12	JBFATA01	38
GCA_040647715.1	ASM4064771v1	Streptomyces tibetensis		NPDC039018					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBEZCR01	41
GCF_040647715.1	ASM4064771v1	Streptomyces tibetensis		NPDC039018					GCF_040647715.1-RS_2024_07_12	Scaffold	2024-07-12	JBEZCR01	41
GCA_004123705.1	ASM412370v1	Streptomyces sp. GZWMJZ-114		GZWMJZ-114						Scaffold	2019-01-31	RWGV01	52
GCF_004123705.1	ASM412370v1	Streptomyces sp. GZWMJZ-114		GZWMJZ-114					GCF_004123705.1-RS_2024_05_25	Scaffold	2019-01-31	RWGV01	52
GCA_004000395.1	ASM400039v1	Streptomyces sp. B29(2018)		B29(2018)						Contig	2019-01-08	RHJC01	
GCF_004000395.1	ASM400039v1	Streptomyces sp. B29(2018)		B29(2018)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-01-08	RHJC01	
GCA_040682375.1	ASM4068237v1	Streptomyces sp. NPDC051214		NPDC051214					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFBAT01	39
GCF_040682375.1	ASM4068237v1	Streptomyces sp. NPDC051214		NPDC051214					GCF_040682375.1-RS_2024_07_13	Scaffold	2024-07-12	JBFBAT01	39
GCA_001905705.1	ASM190570v1	Streptomyces sp. CB02460		CB02460					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-12-15	LIVY01	22
GCF_001905705.1	ASM190570v1	Streptomyces sp. CB02460		CB02460					GCF_001905705.1-RS_2024_03_27	Scaffold	2016-12-15	LIVY01	22
GCA_000373525.1	ASM37352v1	Streptomyces sp. LaPpAH-165		LaPpAH-165						Scaffold	2013-04-23	AREB01	35
GCF_000373525.1	ASM37352v1	Streptomyces sp. LaPpAH-165		LaPpAH-165					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2013-04-23	AREB01	35
GCA_040633505.1	ASM4063350v1	Streptomyces sp. NPDC012842		NPDC012842					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEYDR01	32
GCF_040633505.1	ASM4063350v1	Streptomyces sp. NPDC012842		NPDC012842					GCF_040633505.1-RS_2024_07_12	Scaffold	2024-07-11	JBEYDR01	32
GCA_003116775.1	ASM311677v1	Streptomyces sp. CS147		CS147					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-04-26	QBIA01	2
GCF_003116775.1	ASM311677v1	Streptomyces sp. CS147		CS147					GCF_003116775.1-RS_2024_05_06	Scaffold	2018-04-26	QBIA01	2
GCA_040683935.1	ASM4068393v1	Streptomyces sp. NPDC093085		NPDC093085					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFBFB01	28
GCF_040683935.1	ASM4068393v1	Streptomyces sp. NPDC093085		NPDC093085					GCF_040683935.1-RS_2024_07_13	Scaffold	2024-07-12	JBFBFB01	28
GCA_018070125.1	ASM1807012v1	Streptomyces sp. RM99		RM99					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-04-18	JAGPYI01	
GCF_018070125.1	ASM1807012v1	Streptomyces sp. RM99		RM99					GCF_018070125.1-RS_2024_08_02	Contig	2021-04-18	JAGPYI01	
GCA_040650955.1	ASM4065095v1	Streptomyces sp. NPDC048560		NPDC048560					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBEZIJ01	26
GCF_040650955.1	ASM4065095v1	Streptomyces sp. NPDC048560		NPDC048560					GCF_040650955.1-RS_2024_07_12	Scaffold	2024-07-12	JBEZIJ01	26
GCA_014281035.1	ASM1428103v1	Streptomyces sp. CBG31		CBG31						Contig	2020-08-24	JACMSI01	
GCF_014281035.1	ASM1428103v1	Streptomyces sp. CBG31		CBG31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-08-24	JACMSI01	
GCA_040681835.1	ASM4068183v1	Streptomyces sp. NPDC051576		NPDC051576					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFAZO01	29
GCF_040681835.1	ASM4068183v1	Streptomyces sp. NPDC051576		NPDC051576					GCF_040681835.1-RS_2024_07_13	Scaffold	2024-07-12	JBFAZO01	29
GCA_000743295.1	ASM74329v1	Streptomyces sp. JS01		JS01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2014-08-25	JPWW01	
GCF_000743295.1	ASM74329v1	Streptomyces sp. JS01		JS01					GCF_000743295.1-RS_2024_05_25	Contig	2014-08-25	JPWW01	
GCA_033794735.1	ASM3379473v1	Streptomyces sp. ID05-18		ID05-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAZB01	36
GCF_033794735.1	ASM3379473v1	Streptomyces sp. ID05-18		ID05-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAZB01	36
GCA_040631815.1	ASM4063181v1	Streptomyces coeruleorubidus		NPDC019882					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEYAS01	45
GCF_040631815.1	ASM4063181v1	Streptomyces coeruleorubidus		NPDC019882					GCF_040631815.1-RS_2024_07_12	Scaffold	2024-07-11	JBEYAS01	45
GCA_016909575.1	ASM1690957v1	Streptomyces sp. HB132		HB132					Annotation submitted by DOE Joint Genome Institute	Contig	2021-02-19	JAFBGA01	
GCF_016909575.1	ASM1690957v1	Streptomyces sp. HB132		HB132					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-02-19	JAFBGA01	
GCA_040636865.1	ASM4063686v1	Streptomyces sp. NPDC033753		NPDC033753					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEZVF01	32
GCF_040636865.1	ASM4063686v1	Streptomyces sp. NPDC033753		NPDC033753					GCF_040636865.1-RS_2024_07_12	Scaffold	2024-07-11	JBEZVF01	32
GCA_014748275.1	ASM1474827v1	Streptomyces sp. SP18CM02		SP18CM02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-25	JACGMQ01	
GCF_014748275.1	ASM1474827v1	Streptomyces sp. SP18CM02		SP18CM02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-25	JACGMQ01	
GCA_034961445.1	ASM3496144v1	Streptomyces sp. YSPA8		YSPA8					Annotation submitted by Functional Genomics Section, Instrumental Research Support Office, Research Institute of Green Science and Technology, Shizuoka University	Contig	2023-10-03	BSBI01	
GCF_034961445.1	ASM3496144v1	Streptomyces sp. YSPA8		YSPA8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-10-03	BSBI01	
GCA_031845645.1	ASM3184564v1	Streptomyces sp. DSM 41640		DSM 41640					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-09-23	JAVREZ01	
GCF_031845645.1	ASM3184564v1	Streptomyces sp. DSM 41640		DSM 41640					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-09-23	JAVREZ01	
GCA_000411315.1	Stre_sp_HGB0020_V1	Streptomyces sp. HGB0020		HGB0020					Annotation submitted by Broad Institute	Scaffold	2013-06-14	AGER01	9
GCF_000411315.1	Stre_sp_HGB0020_V1	Streptomyces sp. HGB0020		HGB0020					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2013-06-14	AGER01	9
GCA_040609335.1	ASM4060933v1	Streptomyces bauhiniae		NPDC004693					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-10	JBEXJV01	23
GCF_040609335.1	ASM4060933v1	Streptomyces bauhiniae		NPDC004693					GCF_040609335.1-RS_2024_07_11	Scaffold	2024-07-10	JBEXJV01	23
GCA_040689485.1	ASM4068948v1	Streptomyces sp. NPDC051322		NPDC051322					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-13	JBFBAK01	32
GCF_040689485.1	ASM4068948v1	Streptomyces sp. NPDC051322		NPDC051322					GCF_040689485.1-RS_2024_07_14	Scaffold	2024-07-13	JBFBAK01	32
GCA_000383655.1	ASM38365v1	Streptomyces sp. 351MFTsu5.1		351MFTsu5.1						Scaffold	2013-04-26	ARTS01	45
GCF_000383655.1	ASM38365v1	Streptomyces sp. 351MFTsu5.1		351MFTsu5.1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2013-04-26	ARTS01	45
GCA_031845605.1	ASM3184560v1	Streptomyces sp. DSM 41770		DSM 41770					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-09-23	JAVREX01	
GCF_031845605.1	ASM3184560v1	Streptomyces sp. DSM 41770		DSM 41770					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-09-23	JAVREX01	
GCA_040683155.1	ASM4068315v1	Streptomyces sp. NPDC093990		NPDC093990					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFBDF01	47
GCF_040683155.1	ASM4068315v1	Streptomyces sp. NPDC093990		NPDC093990					GCF_040683155.1-RS_2024_07_13	Scaffold	2024-07-12	JBFBDF01	47
GCA_040303655.1	ASM4030365v1	Streptomyces griseoluteus		NPDC094313					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-24	JBEOTT01	30
GCF_040303655.1	ASM4030365v1	Streptomyces griseoluteus		NPDC094313					GCF_040303655.1-RS_2024_06_25	Scaffold	2024-06-24	JBEOTT01	30
GCA_040303785.1	ASM4030378v1	Streptomyces griseoluteus		NPDC094303					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-06-24	JBEOTW01	
GCF_040303785.1	ASM4030378v1	Streptomyces griseoluteus		NPDC094303					GCF_040303785.1-RS_2024_06_25	Contig	2024-06-24	JBEOTW01	
GCA_040678195.1	ASM4067819v1	Streptomyces werraensis		NPDC052728					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFATJ01	28
GCF_040678195.1	ASM4067819v1	Streptomyces werraensis		NPDC052728					GCF_040678195.1-RS_2024_07_13	Scaffold	2024-07-12	JBFATJ01	28
GCA_040645335.1	ASM4064533v1	Streptomyces sp. NPDC046821		NPDC046821					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBEYYB01	35
GCF_040645335.1	ASM4064533v1	Streptomyces sp. NPDC046821		NPDC046821					GCF_040645335.1-RS_2024_07_12	Scaffold	2024-07-12	JBEYYB01	35
GCA_001895105.1	ASM189510v1	Streptomyces sp. NBRC 110465		NBRC 110465						Scaffold	2016-11-01	BDHJ01	35
GCF_001895105.1	ASM189510v1	Streptomyces sp. NBRC 110465		NBRC 110465					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-11-01	BDHJ01	35
GCA_003259355.1	ASM325935v1	Streptomyces sp. Amel2xB2		Amel2xB2					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-06-21	QLLX01	45
GCF_003259355.1	ASM325935v1	Streptomyces sp. Amel2xB2		Amel2xB2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-06-21	QLLX01	45
GCA_040303925.1	ASM4030392v1	Streptomyces sp. NPDC094031		NPDC094031					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-24	JBEOUF01	35
GCF_040303925.1	ASM4030392v1	Streptomyces sp. NPDC094031		NPDC094031					GCF_040303925.1-RS_2024_06_25	Scaffold	2024-06-24	JBEOUF01	35
GCA_040303765.1	ASM4030376v1	Streptomyces griseoluteus		NPDC094312					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-06-24	JBEOTU01	
GCF_040303765.1	ASM4030376v1	Streptomyces griseoluteus		NPDC094312					GCF_040303765.1-RS_2024_06_25	Contig	2024-06-24	JBEOTU01	
GCA_040611875.1	ASM4061187v1	Streptomyces sp. NPDC006516		NPDC006516					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEXPD01	43
GCF_040611875.1	ASM4061187v1	Streptomyces sp. NPDC006516		NPDC006516					GCF_040611875.1-RS_2024_07_11	Scaffold	2024-07-11	JBEXPD01	43
GCA_040606315.1	ASM4060631v1	Streptomyces sp. NPDC005438		NPDC005438					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-10	JBEXEP01	38
GCF_040606315.1	ASM4060631v1	Streptomyces sp. NPDC005438		NPDC005438					GCF_040606315.1-RS_2024_07_11	Scaffold	2024-07-10	JBEXEP01	38
GCA_040684575.1	ASM4068457v1	Streptomyces sp. NPDC089922		NPDC089922					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFBGJ01	120
GCF_040684575.1	ASM4068457v1	Streptomyces sp. NPDC089922		NPDC089922					GCF_040684575.1-RS_2024_07_13	Scaffold	2024-07-12	JBFBGJ01	120
GCA_002803175.1	ASM280317v1	Streptomyces sp. CB02613		CB02613					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-12-01	NNBN01	28
GCF_002803175.1	ASM280317v1	Streptomyces sp. CB02613		CB02613					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-12-01	NNBN01	28
GCA_003698085.1	ASM369808v1	Streptomyces sp. ZS0098		ZS0098					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-30	MKCP01	
GCF_003698085.1	ASM369808v1	Streptomyces sp. ZS0098		ZS0098					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-30	MKCP01	
GCA_040655155.1	ASM4065515v1	Streptomyces sp. NPDC050508		NPDC050508					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFAJJ01	50
GCF_040655155.1	ASM4065515v1	Streptomyces sp. NPDC050508		NPDC050508					GCF_040655155.1-RS_2024_07_13	Scaffold	2024-07-12	JBFAJJ01	50
GCA_033792965.1	ASM3379296v1	Streptomyces sp. NRRL_ISP-5395		NRRL_ISP-5395					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAVX01	34
GCF_033792965.1	ASM3379296v1	Streptomyces sp. NRRL_ISP-5395		NRRL_ISP-5395					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAVX01	34
GCA_032248675.1	ASM3224867v1	Streptomyces sp. DSM 40484		DSM 40484						Contig	2023-09-30	JASTTK01	
GCF_032248675.1	ASM3224867v1	Streptomyces sp. DSM 40484		DSM 40484					GCF_032248675.1-RS_2024_08_03	Contig	2023-09-30	JASTTK01	
GCA_000373225.1	ASM37322v1	Streptomyces sp. LaPpAH-202		LaPpAH-202						Scaffold	2013-04-23	ARDM01	34
GCF_000373225.1	ASM37322v1	Streptomyces sp. LaPpAH-202		LaPpAH-202					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2013-04-23	ARDM01	34
GCA_009865125.1	ASM986512v1	Streptomyces sp. SID8371		SID8371					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-01-13	WWGJ01	34
GCF_009865125.1	ASM986512v1	Streptomyces sp. SID8371		SID8371					GCF_009865125.1-RS_2024_05_15	Scaffold	2020-01-13	WWGJ01	34
GCA_009862415.1	ASM986241v1	Streptomyces sp. SID8364		SID8364					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-01-13	WWGO01	52
GCF_009862415.1	ASM986241v1	Streptomyces sp. SID8364		SID8364					GCF_009862415.1-RS_2024_05_07	Scaffold	2020-01-13	WWGO01	52
GCA_900090075.1	IMG-taxon 2513237108 annotated assembly	Streptomyces sp. MnatMP-M77		MnatMP-M77					Annotation submitted by DOE - JOINT GENOME INSTITUTE	Scaffold	2016-07-08	FLTQ01	52
GCF_900090075.1	IMG-taxon 2513237108 annotated assembly	Streptomyces sp. MnatMP-M77		MnatMP-M77					GCF_900090075.1-RS_2024_05_12	Scaffold	2016-07-08	FLTQ01	52
GCA_003046555.1	ASM304655v1	Streptomyces sp. VMFN-G11Ma		VMFN-G11Ma					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-04-09	PZZX01	40
GCF_003046555.1	ASM304655v1	Streptomyces sp. VMFN-G11Ma		VMFN-G11Ma					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-04-09	PZZX01	40
GCA_040633715.1	ASM4063371v1	Streptomyces sp. NPDC012461		NPDC012461					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEYEA01	30
GCF_040633715.1	ASM4063371v1	Streptomyces sp. NPDC012461		NPDC012461					GCF_040633715.1-RS_2024_07_12	Scaffold	2024-07-11	JBEYEA01	30
GCA_040681695.1	ASM4068169v1	Streptomyces sp. NPDC051642		NPDC051642					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFAZF01	45
GCF_040681695.1	ASM4068169v1	Streptomyces sp. NPDC051642		NPDC051642					GCF_040681695.1-RS_2024_07_13	Scaffold	2024-07-12	JBFAZF01	45
GCA_040302305.1	ASM4030230v1	Streptomyces sp. NPDC126522		NPDC126522					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-24	JBEORO01	47
GCF_040302305.1	ASM4030230v1	Streptomyces sp. NPDC126522		NPDC126522					GCF_040302305.1-RS_2024_06_25	Scaffold	2024-06-24	JBEORO01	47
