Assembly Accession	Organism Name	Organism Infraspecific Names Strain	Assembly Stats Total Sequence Length	Assembly Stats Contig N50	Assembly Stats Contig L50	Assembly Stats GC Count	Assembly Stats GC Percent	CheckM contamination
GCA_031597775.1	Streptomyces sp. BB1-1-1	BB1-1-1	9265388	8788812	1	6612875	71.5	1.23
GCA_016893535.2	Streptomyces sp. BD1-1	BD1-1	9940423	9790108	1	6980543	70	
GCA_036322485.1	Streptomyces sp. BE133	BE133	9927167	105986	22	6898372	69.5	0.38
GCA_036322505.1	Streptomyces sp. BE147	BE147	9281066	277560	12	6587441	71	1.58
GCA_036322525.1	Streptomyces sp. BE20	BE20	10262459	105095	25	7540605	73.5	4.45
GCA_036353435.1	Streptomyces sp. BE230	BE230	8999093	254675	11	6337878	70.5	1.26
GCA_036322445.1	Streptomyces sp. BE282	BE282	8596157	370259	8	6156132	71.5	1.88
GCA_036290945.1	Streptomyces sp. BE303	BE303	9881003	116825	28	7267567	73.5	4.07
GCA_036322465.1	Streptomyces sp. BE308	BE308	9255454	215089	15	6558422	71	1.52
GCA_041106235.1	Streptomyces sp. BF23-18	BF23-18	9436781	50590	58	6706471	71	1.2
GCA_041106355.1	Streptomyces sp. BF23-19	BF23-19	9218352	58556	45	6589978	71.5	1.37
GCA_041106295.1	Streptomyces sp. BF23-30	BF23-30	9295909	29418	95	6572346	71.5	1.69
GCA_019774615.1	Streptomyces sp. BHT-5-2	BHT-5-2	9126195	6317233	1	6553142	72	1.8
GCA_025957665.1	Streptomyces sp. BI87	BI87	6795081	6795081	1	4981511	73.5	0.38
GCA_022869105.1	Streptomyces sp. BJ20	BJ20	7436964	7436964	1	5377302	72.5	
GCA_004217355.1	Streptomyces sp. BK022	BK022	6964464	623773	5	4997527	72	0.69
GCA_004341025.1	Streptomyces sp. BK205	BK205	9594474	502770	8	6805476	71	0.38
GCA_004364245.1	Streptomyces sp. BK208	BK208	7718603	396664	7	5584047	72.5	
GCA_004217285.1	Streptomyces sp. BK239	BK239	6140102	542742	5	4416358	72	0.19
GCA_007827595.1	Streptomyces sp. BK340	BK340	10322851	238626	14	7334671	71	1.58
GCA_000373665.1	Streptomyces sp. BoleA5	BoleA5	8646873	213543	11	6250824	72.5	0.66
GCA_900091875.1	Streptomyces sp. BpilaLS-43	BpilaLS-43	7385971	35127	60	5292199	71.5	
GCA_030028615.1	Streptomyces sp. BPPL-273	BPPL-273	7856756	7856756	1	5708141	72.5	1.01
GCA_005234185.1	Streptomyces sp. BPSDS2	BPSDS2	8272875	349850	9	5941678	72	0.76
GCA_030028635.1	Streptomyces sp. BPTC-684	BPTC-684	7333529	7333529	1	5239835	71.5	1.76
GCA_013401435.1	Streptomyces sp. BR123	BR123	8157040	22797	106	5925059	72.5	0.76
GCA_039634375.1	Streptomyces sp. BRB040	BRB040	8274392	285096	9	5978714	72.5	
GCA_015680775.2	Streptomyces sp. BRB081	BRB081	6938651	396097	6	5092468	73.5	0.19
GCA_021383925.1	Streptomyces sp. BSE6.1	BSE6.1	8024389	8024389	1	5797898	72.5	0.13
GCA_016432665.1	Streptomyces sp. BSE7-9	BSE7-9	7435252	7319871	1	5374881	72.5	
GCA_024586905.1	Streptomyces sp. BSP1	BSP1	7004640	137629	17	5150872	73.5	0.38
GCA_019090105.1	Streptomyces sp. BV129	BV129	6477507	144188	15	4654817	72	0.57
GCA_019090165.1	Streptomyces sp. BV286	BV286	9426047	114510	26	6670821	71	0.76
GCA_019090125.1	Streptomyces sp. BV333	BV333	7323588	28611	80	5361038	73	1.14
GCA_900091785.1	Streptomyces sp. BvitLS-983	BvitLS-983	7282735	35237	63	5332389	73	0.51
GCA_000158895.1	Streptomyces sp. C	C	8461333	25608	91	5747555	72.5	1.18
GCA_012034295.1	Streptomyces sp. C1-2	C1-2	6972874	15297	134	5071605	72.5	0.28
GCA_024497955.1	Streptomyces sp. C10-9-1	C10-9-1	6428954	299086	8	4759538	74	
GCA_040932245.1	Streptomyces sp. C184	C184	7975609	656162	5	5689221	71.5	0.79
GCA_018070745.1	Streptomyces sp. C3-3	C3-3	8593712	134500	19	6141585	71.5	0.19
GCA_040932295.1	Streptomyces sp. C36	C36	6949084	617330	4	5016001	72	1.06
GCA_036689765.1	Streptomyces sp. C6-003	C6-003	7207802	159986	10	5221924	72.5	0.38
GCA_009025935.1	Streptomyces sp. C8S0		6898902	135266	16	5054424	73.5	1.18
GCA_024612015.1	Streptomyces sp. CA-210063	CA-210063	10859970	10859970	1	7650641	70.5	2.4
GCA_017358145.1	Streptomyces sp. CA-256286	CA-256286	8193177	7726360	1	5848859	71.5	0.42
GCA_028747205.1	Streptomyces sp. CA-278952	CA-278952	8211675	8211675	1	5875662	71.5	0.38
GCA_037034225.1	Streptomyces sp. CA2R101	CA2R101	7992880	121637	18	5699651	71.5	1.01
GCA_037034245.1	Streptomyces sp. CA2R106	CA2R106	8361295	185473	11	6132085	73.5	0.76
GCA_023702655.1	Streptomyces sp. Caat 7-52	Caat 7-52	9048985	8714294	1	6524981	72	2
GCA_013363655.1	Streptomyces sp. CAI 127	CAI 127	8200570	108202	24	5879049	71.5	0.28
GCA_013363455.1	Streptomyces sp. CAI-121	CAI-121	8164319	277393	10	5857051	71.5	0.19
GCA_013363735.1	Streptomyces sp. CAI-155	CAI-155	7598393	374254	8	5483491	72	0.87
GCA_013371965.1	Streptomyces sp. CAI-17	CAI-17	7014048	107473	23	5148312	73.5	1.39
GCA_013363715.1	Streptomyces sp. CAI-21	CAI-21	7014568	65929	30	5150336	73.5	1.46
GCA_013363675.1	Streptomyces sp. CAI-24	CAI-24	7654869	118325	20	5523473	72	1.46
GCA_013363665.1	Streptomyces sp. CAI-68	CAI-68	8163649	279144	10	5856536	71.5	0.21
GCA_013363585.1	Streptomyces sp. CAI-78	CAI-78	7222717	44999	47	5309898	73.5	0.76
GCA_013363615.1	Streptomyces sp. CAI-85	CAI-85	8316190	148248	15	5988277	72	1.97
GCA_039888735.1	Streptomyces sp. CAU 1734	CAU 1734	8097497	398585	8	5825116	72	1.61
GCA_030011935.1	Streptomyces sp. cavernau	cavernau	7921618	7623189	1	5683421	71.5	0.38
GCA_001905575.1	Streptomyces sp. CB00072	CB00072	8890378	397567	8	6349177	71.5	0.19
GCA_014495705.1	Streptomyces sp. CB00271	CB00271	8309852	8309852	1	5950212	71.5	0.76
GCA_001905595.1	Streptomyces sp. CB00316	CB00316	7414887	684555	5	5287119	71.5	0.91
GCA_001905445.1	Streptomyces sp. CB00455	CB00455	7561943	559352	4	5465384	72.5	0.63
GCA_002803085.1	Streptomyces sp. CB01201	CB01201	8758226	218780	14	6231528	71	1.33
GCA_001905735.1	Streptomyces sp. CB01249	CB01249	7636948	455457	6	5486908	72	0.95
GCA_002803075.1	Streptomyces sp. CB01373	CB01373	7876032	234713	11	5631569	71.5	0.66
GCA_001905795.1	Streptomyces sp. CB01580	CB01580	8492042	228880	13	6047289	71	1.07
GCA_002803065.1	Streptomyces sp. CB01635	CB01635	10064235	258392	10	7080556	70.5	1.28
GCA_002953255.1	Streptomyces sp. CB01881	CB01881	11344947	101143	25	6483532	73	2.38
GCA_008107605.1	Streptomyces sp. CB01881	CB01881	12364258	88668	31	7219625	73	3.27
GCA_001905855.1	Streptomyces sp. CB01883	CB01883	8895089	488818	7	6417058	72	0.76
GCA_001905825.1	Streptomyces sp. CB02009	CB02009	9201655	495637	7	6648639	72.5	1.39
GCA_001905545.1	Streptomyces sp. CB02056	CB02056	9543510	322136	11	7031178	73.5	4.39
GCA_001905505.1	Streptomyces sp. CB02058	CB02058	8308206	1447359	3	5919491	71	0.66
GCA_001905645.1	Streptomyces sp. CB02115	CB02115	8690341	1032236	3	6229967	71.5	0.38
GCA_002803195.1	Streptomyces sp. CB02120-2	CB02120-2	8451160	317535	8	6115441	72.5	2.25
GCA_001905785.1	Streptomyces sp. CB02130	CB02130	8134270	486645	5	5823396	71.5	
GCA_001905665.1	Streptomyces sp. CB02261	CB02261	7705652	593754	5	5571038	72.5	0.76
GCA_001905905.1	Streptomyces sp. CB02366	CB02366	7369245	540869	5	5344632	72.5	0.38
GCA_001905725.1	Streptomyces sp. CB02400	CB02400	8931064	273753	10	6394789	71.5	0.38
GCA_001905385.1	Streptomyces sp. CB02414	CB02414	7987504	615730	5	5752338	72	0.38
GCA_001905705.1	Streptomyces sp. CB02460	CB02460	7412196	446488	5	5324976	72	1.7
GCA_001905365.1	Streptomyces sp. CB02488	CB02488	8892300	342325	8	6313561	71	1.45
GCA_002803175.1	Streptomyces sp. CB02613	CB02613	7380634	413006	7	5288468	71.5	0.05
GCA_001905005.1	Streptomyces sp. CB02923	CB02923	9573831	721891	5	6884469	72	2.15
GCA_002803155.1	Streptomyces sp. CB02959	CB02959	10358718	228424	14	7440743	72	3.67
GCA_014451325.2	Streptomyces sp. CB02980	CB02980	9067553	304942	10	6521175	72	1.22
GCA_001905885.1	Streptomyces sp. CB03234	CB03234	7769088	912609	4	5582862	72	1.33
GCA_002099185.1	Streptomyces sp. CB03238	CB03238	8518432	232902	12	6087766	71.5	1.89
GCA_001905025.1	Streptomyces sp. CB03578	CB03578	8401755	374431	8	6078071	72.5	1.36
GCA_001905045.1	Streptomyces sp. CB03911	CB03911	9598671	366477	9	7051302	73.5	2.75
GCA_013401535.1	Streptomyces sp. CB04723	CB04723	7872196	7872196	1	5701618	72.5	0.38
GCA_003369795.1	Streptomyces sp. CB09001	CB09001	7787608	7787608	1	5602946	72	
GCA_022827705.1	Streptomyces sp. CB09030	CB09030	8368456	8368456	1	6068254	72.5	
GCA_018619575.1	Streptomyces sp. CBG30	CBG30	7696743	143393	16	5542289	72	2.55
GCA_014281035.1	Streptomyces sp. CBG31	CBG31	8280285	439265	6	5960498	72	1.43
GCA_022399495.1	Streptomyces sp. CBG31	CBG31	7341796	1528209	2	5374791	73	1.17
GCA_014280995.1	Streptomyces sp. CBG33	CBG33	7565763	1408253	2	5535318	73	3.57
GCA_022399465.1	Streptomyces sp. CBG33	CBG33	7589543	4068913	1	5552188	73	0.44
GCA_014281095.1	Streptomyces sp. CBG9	CBG9	7309369	1458895	2	5359537	73.5	1.17
GCA_022399585.1	Streptomyces sp. CBG9	CBG9	7214697	1020945	3	5289413	73.5	1.17
GCA_014596465.1	Streptomyces sp. CBMA123	CBMA123	9741301	32587	86	7095915	73	3.39
GCA_014596475.1	Streptomyces sp. CBMA152	CBMA152	8804563	340405	8	6219374	70.5	2.46
GCA_014596515.1	Streptomyces sp. CBMA156	CBMA156	9167493	27704	107	6694807	73	9.24
GCA_014596445.1	Streptomyces sp. CBMA29	CBMA29	8482909	67094	41	6052542	71.5	2.4
GCA_014596525.1	Streptomyces sp. CBMA291	CBMA291	6915562	106767	22	5000828	72.5	1.37
GCA_014596505.1	Streptomyces sp. CBMA370	CBMA370	6991854	78797	27	5051659	72.5	1.37
GCA_003675975.1	Streptomyces sp. CBMAI 2042	CBMAI 2042	8211326	526175	6	5864697	71.5	1.06
GCA_003443735.1	Streptomyces sp. CC0208	CC0208	9320089	9320089	1	6578606	70.5	0.38
GCA_030010625.1	Streptomyces sp. CC208A	CC208A	7664757	149073	15	5553978	72.5	1.75
GCA_021390895.1	Streptomyces sp. CC210A	CC210A	7222961	1630831	2	5300559	73.5	1.56
GCA_030010715.1	Streptomyces sp. CC213D	CC213D	8832702	196625	13	6309123	71.5	1.68
GCA_030010655.1	Streptomyces sp. CC216B	CC216B	8251699	99634	33	5908225	71.5	0.47
GCA_030010675.1	Streptomyces sp. CC216C	CC216C	8233470	19547	132	5893094	71.5	0.66
GCA_021390875.1	Streptomyces sp. CC219A	CC219A	7585741	50013	37	5572686	73.5	2.05
GCA_030010605.1	Streptomyces sp. CC219B	CC219B	8773266	246320	11	6260978	71.5	1.26
GCA_030010595.1	Streptomyces sp. CC224B	CC224B	9631439	67870	49	7058543	73.5	0.98
GCA_030767035.1	Streptomyces sp. CC224E	CC224E	9359253	239681	13	6647319	71	1.12
GCA_021390935.1	Streptomyces sp. CC228A	CC228A	6857711	568003	4	5047604	73.5	0.49
GCA_001865245.1	Streptomyces sp. CC53	CC53	6978886	34509	58	5104806	73.5	1.43
GCA_001595515.1	Streptomyces sp. CC71	CC71	7888579	40674	56	5707260	72.5	
GCA_001865255.1	Streptomyces sp. CC77	CC77	6812024	12619	148	5005585	73.5	1.56
GCA_000373305.1	Streptomyces sp. CcalMP-8W	CcalMP-8W	7805445	464790	6	5657213	72.5	0.62
GCA_000772045.1	Streptomyces sp. CCM_MD2014	CCM_MD2014	8274043	8274043	1	5967667	72	0.32
GCA_037204065.1	Streptomyces sp. CCNWLW230	CCNWLW230	8190046	214982	13	5871377	71.5	
GCA_037204025.1	Streptomyces sp. CCNWLW237	CCNWLW237	8191639	166670	16	5872275	71.5	
GCA_037204005.1	Streptomyces sp. CCNWLW238	CCNWLW238	8189667	192057	14	5870769	71.5	
GCA_001484565.1	Streptomyces sp. CdTB01	CdTB01	10191567	9902731	1	7290163	71.5	2.71
GCA_003752275.1	Streptomyces sp. CEV 2-1	CEV 2-1	9061664	2569345	2	6391658	70.5	0.76
GCA_900114955.1	Streptomyces sp. cf124	CF124	9995208	254880	14	7132052	71.5	0.99
GCA_900103585.1	Streptomyces sp. cf386	CF386	10622898	254710	14	7490895	70.5	0.69
GCA_001278095.1	Streptomyces sp. CFMR 7	CFMR-7	8307279	8207742	1	5983870	72	1.43
GCA_007679945.1	Streptomyces sp. CFMR 7	DE0061	8732601	396322	8	6275227	72	1.81
GCA_003148825.1	Streptomyces sp. CG 926	CG 926	8513506	470107	7	6115269	72	0.69
GCA_041080625.1	Streptomyces sp. CG1	cg1	11099760	11036148	1	7811173	70.5	2.37
GCA_041080665.1	Streptomyces sp. cg2	cg2	8993317	8975789	1	6464246	72	2.56
GCA_041080675.1	Streptomyces sp. cg36	cg36	9022416	8595631	1	6527320	72.5	2.56
GCA_041080655.1	Streptomyces sp. CG4	cg4	10236918	9942351	1	7249867	71	1.62
GCA_031767055.1	Streptomyces sp. CGMCC 4.1456	CGMCC 4.1456	8364065	8364065	1	5927091	71	0.85
GCA_035658475.1	Streptomyces sp. CGMCC 4.1772	CGMCC 4.1772	8707722	8707722	1	6174945	71	0.28
GCA_031583065.1	Streptomyces sp. CGMCC 4.7035	CGMCC 4.7035	8088797	8088797	1	5691851	70.5	0.76
GCA_024107515.1	Streptomyces sp. CHA1	CHA1	6962246	251296	9	5088016	73	0.13
GCA_024107415.1	Streptomyces sp. CHA15	CHA15	7029183	148232	18	5128441	73	0.13
GCA_024107435.1	Streptomyces sp. CHA16	CHA16	7005128	154095	15	5117926	73	0.14
GCA_024105315.1	Streptomyces sp. CHA3	CHA3	6962695	133460	19	5090071	73	0.17
GCA_024105195.1	Streptomyces sp. CHB19.2	CHB19.2	7062475	131685	19	5157391	73	0.44
GCA_024105335.1	Streptomyces sp. CHB9.2	CHB9.2	7284608	144199	18	5266544	72.5	0.8
GCA_018638295.1	Streptomyces sp. CHD11	CHD11	7508726	204147	12	5380477	71.5	0.42
GCA_018555775.1	Streptomyces sp. CJ_13	CJ_13	9178482	22476	113	6606379	72	1.07
GCA_022392825.1	Streptomyces sp. CL12-4	CL12-4	9014279	738131	4	6482831	72	3.56
GCA_034054735.1	Streptomyces sp. CL7	CL7	7764072	7305967	1	5630332	72.5	0.38
GCA_002288075.1	Streptomyces sp. CLI2509	CLI2905	7232701	7088673	1	5301264	73.5	
GCA_038448545.1	Streptomyces sp. CLV115	CLV115	9498775	48102	60	6728609	71	3.12
GCA_002847285.1	Streptomyces sp. CMB-StM0423	CMB-StM0423	8029398	8029398	1	5872822	73	0.57
GCA_022513565.1	Streptomyces sp. CME 23	CME 23	8808297	252519	12	6258752	71	0.88
GCA_021300715.1	Streptomyces sp. CMSTAAHL-2	CMSTAAHL-2	8379201	55964	45	6022687	72	1.36
GCA_900092005.1	Streptomyces sp. Cmuel-A718b	Cmuel-A718b	8143336	91291	26	5831373	71.5	0.57
GCA_001011035.1	Streptomyces sp. CNQ-509	CNQ-509	8039333	8039333	1	5874145	73	0.38
GCA_022614595.1	Streptomyces sp. CNQ085	CNQ085	4905133	20126	71	3555644	72.5	0.14
GCA_000797385.1	Streptomyces sp. CNQ431	CNQ431	7037644	68754	34	5143104	73	0.13
GCA_000702365.1	Streptomyces sp. CNS654	CNS654	8340747	297355	8	5976687	71.5	
GCA_021083325.1	Streptomyces sp. CNZ748	CNZ748	7615992	69524	35	5512450	72.5	0.13
GCA_018619555.1	Streptomyces sp. COG19	COG19	8202493	1193371	3	5907364	72	1
GCA_018619585.1	Streptomyces sp. COG20	COG20	7837758	1784199	2	5648708	72	1.38
GCA_022399545.1	Streptomyces sp. COG20	COG20	7837758	1784199	2	5648708	72	1.38
GCA_018619495.1	Streptomyces sp. COG21	COG21	8176880	1480784	2	5891365	72	1.38
GCA_022399485.1	Streptomyces sp. COG21	COG21	8176880	1480784	2	5891365	72	1.38
GCA_026622885.1	Streptomyces sp. CoH17	CoH17	8030050	329641	8	5800151	72	0.61
GCA_020181035.1	Streptomyces sp. CoH27	CoH27	9750154	77749	37	6930490	71	0.62
GCA_008042035.1	Streptomyces sp. col6	col6	7863982	80495	32	5633366	72	2.17
GCA_020180955.1	Streptomyces sp. CoT10	CoT10	8897045	77384	36	6335224	71.5	2.18
GCA_016491645.1	Streptomyces sp. CRB46	CRB46	8191754	16977	137	5921885	72.5	0.53
GCA_024442335.1	Streptomyces sp. CRCS-T-1	CRCS-T-1	8611494	8577985	1	6133394	71	0.19
GCA_034105845.1	Streptomyces sp. CRN 30	CRN 30	14579920	39457	111	10579702	72.5	90.81
GCA_016457305.1	Streptomyces sp. CRPSP2-6A1	CRPSP2-6A1	8634150	8542030	1	6179968	71.5	0.32
GCA_025271315.1	Streptomyces sp. CS-7	CS-7	8404904	254775	12	6010756	71.5	
GCA_003116685.1	Streptomyces sp. CS014	CS014	8460409	314402	9	6038583	71.5	0.19
GCA_002188345.1	Streptomyces sp. CS057	CS057	8351125	318741	8	5990863	72	
GCA_003116725.1	Streptomyces sp. CS065A	CS065A	7190709	377645	6	5150843	71.5	0.38
GCA_003116715.1	Streptomyces sp. CS081A	CS081A	7213245	595322	5	5272023	73	0.43
GCA_003116675.1	Streptomyces sp. CS090A	CS090A	8298873	323608	8	5930120	71.5	1.15
GCA_002188365.1	Streptomyces sp. CS113	CS113	8728089	823625	4	6299518	72.5	2.04
GCA_003116755.1	Streptomyces sp. CS131	CS131	8010476	805396	4	5730371	71.5	0.57
GCA_003116775.1	Streptomyces sp. CS147	CS147	7877244	444639	7	5635192	71.5	
GCA_003024215.1	Streptomyces sp. CS149	CS149	7775341	224771	12	5561914	71.5	0.38
GCA_002188335.1	Streptomyces sp. CS159	CS159	8406443	275233	11	6066904	72.5	
GCA_003116795.1	Streptomyces sp. CS207	CS207	6664327	532902	4	4833663	72.5	
GCA_002188355.1	Streptomyces sp. CS227	CS227	7059316	548106	5	5176955	73.5	0.38
GCA_036543295.1	Streptomyces sp. CS62	CS62	7336407	772812	4	5429163	74	0.66
GCA_030403595.1	Streptomyces sp. CSDS2	CSDS2	8860260	69536	38	6417156	72.5	1.54
GCA_020685665.1	Streptomyces sp. CT1-17	CT1-17	8015389	315560	8	5818745	72.5	
GCA_000805335.1	Streptomyces sp. CT34	CT34	8066430	52216	50	5751523	71.5	1.77
GCA_018619535.1	Streptomyces sp. CYG20	CYG20	8180763	481253	6	5898075	72	1.57
GCA_018619515.1	Streptomyces sp. CYG21	CYG21	7871924	173965	12	5668292	72	1.18
GCA_022399475.1	Streptomyces sp. CYG21	CYG21	7871924	173965	12	5668292	72	1.18
GCA_029892465.1	Streptomyces sp. CZ24	CZ24	7427782	6933920	1	5444036	73.5	0.38
GCA_023184515.1	Streptomyces sp. D2-8	D2-8	8732707	280139	8	6213325	71	0.38
GCA_014890535.1	Streptomyces sp. DASNCL-427	DASNCL-427	8210047	8059955	1	5918744	72	0.01
GCA_005938145.1	Streptomyces sp. DASNCL29	DASNCL29	11081629	3637969	2	7906439	71.5	2.18
GCA_900091985.1	Streptomyces sp. DconLS	DconLS	8568595	35698	68	6124854	71.5	0.79
GCA_033844265.1	Streptomyces sp. DE06-01C	DE06-01C	8252506	636436	5	5929606	72	0.32
GCA_016613335.1	Streptomyces sp. DEF147AK	DEF147AK	7096968	111745	24	5212966	73.5	0.69
GCA_016613285.1	Streptomyces sp. DEF1AK	DEF1AK	7095222	89232	25	5211849	73.5	0.69
GCA_900091815.1	Streptomyces sp. DfronAA-171	DfronAA-171	7294527	18519	123	5341540	73	
GCA_037055355.1	Streptomyces sp. DG1A-41	DG1A-41	8991014	8991014	1	6378975	71	0.51
GCA_030499575.1	Streptomyces sp. DG2A-72	DG2A-72	10575821	10296154	1	7382104	70	0.19
GCA_002899455.1	Streptomyces sp. DH-12	DH-12	7604612	7418681	1	5536067	73	0.38
GCA_020873855.1	Streptomyces sp. DH1	DH1	8250702	490332	5	5975176	72.5	0.55
GCA_029813805.1	Streptomyces sp. DH10	DH10	9521069	310701	10	6763205	71	0.47
GCA_020873895.1	Streptomyces sp. DH12	DH12	8065430	160375	18	5944298	73.5	6.17
GCA_029813855.1	Streptomyces sp. DH18	DH18	8574261	391651	7	6124277	71.5	
GCA_020873815.1	Streptomyces sp. DH20	DH20	7447345	215208	13	5403809	72.5	
GCA_029813775.1	Streptomyces sp. DH24	DH24	7406405	147138	17	5357897	72.5	0.38
GCA_029813835.1	Streptomyces sp. DH37	DH37	6833510	73719	26	5052681	74	1.53
GCA_029813785.1	Streptomyces sp. DH41	DH41	8861281	257952	11	6347977	71.5	1.04
GCA_020873925.1	Streptomyces sp. DH7	DH7	8501894	255674	12	6073834	71.5	
GCA_020873955.1	Streptomyces sp. DH8	DH8	7664156	230541	9	5539367	72.5	1.04
GCA_016432765.1	Streptomyces sp. DHE17-7	DHE17-7	8364241	8111009	1	6034652	72	0.05
GCA_016432725.1	Streptomyces sp. DHE7-1	DHE7-1	8144351	7829429	1	5870705	72	0.38
GCA_900091315.1	Streptomyces sp. DI166	DI166	8871383	70678	39	6322244	71.5	1.64
GCA_002866845.1	Streptomyces sp. DJ	DJ	5225166	3326	431	3789538	72.5	
GCA_033790865.1	Streptomyces sp. DK15	DK15	9257429	226915	13	6666231	72	1.89
GCA_003259575.1	Streptomyces sp. DpondAA-A50	DpondAA-A50	7380346	337025	8	5298325	72	
GCA_900091745.1	Streptomyces sp. DpondAA-D4	DpondAA-D4	7273112	133137	17	5246863	72	1.07
GCA_003259275.1	Streptomyces sp. DpondAA-E10	DpondAA-E10	7393976	541506	6	5308477	72	
GCA_900095575.1	Streptomyces sp. DpondAA-F4	DpondAA-F4	7354500	129868	17	5280165	72	
GCA_900091715.1	Streptomyces sp. DpondAA-F4a	DpondAA-F4a	7327645	56194	42	5258503	72	
GCA_023717205.1	Streptomyces sp. DR3-1	DR3-1	6942916	145714	14	5108385	73.5	0.69
GCA_023717255.1	Streptomyces sp. DR7-3	DR7-3	11331527	291206	15	8058475	71	2.02
GCA_016482685.1	Streptomyces sp. DSM 110735	DSM 110735	6852149	268531	8	4906243	71.5	0.42
GCA_001514285.1	Streptomyces sp. DSM 15324	DSM 15324	9379038	339891	10	6724185	72	1.59
GCA_031845845.1	Streptomyces sp. DSM 3412	DSM 3412	10105429	183349	19	7173593	71	1.56
GCA_030814275.1	Streptomyces sp. DSM 40167	DSM 40167	8177831	7997812	1	5879549	72	
GCA_031845785.1	Streptomyces sp. DSM 40473	DSM 40473	7665684	250040	9	5495384	71.5	1.5
GCA_032248675.1	Streptomyces sp. DSM 40484	DSM 40484	9271129	406403	8	6567726	71	0.76
GCA_031845825.1	Streptomyces sp. DSM 40712	DSM 40712	9331789	137395	20	6665775	71.5	0.88
GCA_032248645.1	Streptomyces sp. DSM 40713	DSM 40713	9136514	255620	11	6518389	71.5	0.58
GCA_024612035.1	Streptomyces sp. DSM 40750	DSM 40750	11540835	11540835	1	8115704	70.5	2.45
GCA_011820545.1	Streptomyces sp. DSM 40868	DSM 40868	9195693	9195693	1	6640025	72	1.84
GCA_032248635.1	Streptomyces sp. DSM 40907	DSM 40907	9215953	402738	8	6607235	71.5	1.18
GCA_032248595.1	Streptomyces sp. DSM 40971	DSM 40971	7271151	838128	4	5186459	71.5	0.47
GCA_032248615.1	Streptomyces sp. DSM 40976	DSM 40976	8766954	267216	11	6311758	72	1.37
GCA_031845745.1	Streptomyces sp. DSM 41014	DSM 41014	9090440	156173	22	6548252	72	1.8
GCA_030813835.1	Streptomyces sp. DSM 41037	DSM 41037	6700697	6660302	1	4926284	73.5	0.32
GCA_030811785.1	Streptomyces sp. DSM 41269	DSM 41269	8102024	7875433	1	5873007	72.5	0.45
GCA_036352935.1	Streptomyces sp. DSM 41524	DSM 41524	11431844	222260	14	8136153	71	2.87
GCA_031845725.1	Streptomyces sp. DSM 41527	DSM 41527	8444202	125653	22	6006946	71	1.83
GCA_036352915.1	Streptomyces sp. DSM 41528	DSM 41528	9056342	173620	12	6501921	72	3.11
GCA_031845865.1	Streptomyces sp. DSM 41529	DSM 41529	11945801	299431	12	8507690	71	5.56
GCA_036352895.1	Streptomyces sp. DSM 41602	DSM 41602	10569772	261044	14	7496673	71	1.74
GCA_031845705.1	Streptomyces sp. DSM 41635	DSM 41635	7795434	225144	12	5574479	71.5	4.49
GCA_031845685.1	Streptomyces sp. DSM 41636	DSM 41636	7902573	103164	21	5643497	71.5	1.04
GCA_031845645.1	Streptomyces sp. DSM 41640	DSM 41640	11255076	430585	9	7879699	70	3.08
GCA_031845665.1	Streptomyces sp. DSM 41699	DSM 41699	10278310	97361	29	7255469	70.5	1.69
GCA_031845605.1	Streptomyces sp. DSM 41770	DSM 41770	7918998	427311	7	5677929	71.5	0.69
GCA_031845625.1	Streptomyces sp. DSM 41859	DSM 41859	7305118	101886	24	5353293	73.5	
GCA_031845565.1	Streptomyces sp. DSM 41886	DSM 41886	7527049	373560	8	5456352	72.5	0.82
GCA_031845545.1	Streptomyces sp. DSM 41921	DSM 41921	8265755	316072	7	5984179	72.5	0.08
GCA_032027505.1	Streptomyces sp. DSM 41972	DSM 41972	6633450	140976	16	4790263	72	0.38
GCA_031845585.1	Streptomyces sp. DSM 41979	DSM 41979	7502396	67094	36	5498107	73.5	
GCA_031845505.1	Streptomyces sp. DSM 41981	DSM 41981	9233126	254073	9	6733596	73	3.44
GCA_031845525.1	Streptomyces sp. DSM 41982	DSM 41982	7078515	110345	21	5195011	73.5	
GCA_031845485.1	Streptomyces sp. DSM 42041	DSM 42041	6460955	181340	11	4701809	73	1.6
GCA_030814495.1	Streptomyces sp. DSM 42143	DSM 42143	7915912	7807748	1	5703000	72	
GCA_031845445.1	Streptomyces sp. DSM 44915	DSM 44915	7513680	309249	9	5538887	73.5	1.31
GCA_031845405.1	Streptomyces sp. DSM 44917	DSM 44917	6050214	108347	18	4521613	74.5	0.19
GCA_031845425.1	Streptomyces sp. DSM 44918	DSM 44918	8030443	98825	21	5862334	73	2.71
GCA_031845365.1	Streptomyces sp. DSM 44938	DSM 44938	7656296	288245	9	5540395	72.5	1.33
GCA_039636755.1	Streptomyces sp. DSS69		7704811	7704811	1	5517472	71.5	0.38
GCA_030499515.1	Streptomyces sp. DT2A-34	DT2A-34	10325706	10171054	1	7266570	70.5	0.69
